gid	RNAkb	gene	firstRPKM	expandedRPKM	finalRPKM	fractionMulti
56190	1.777	Rbm38	2.69	2.63	2.23	0.00
56191	7.658	Tro	14.47	13.46	20.39	0.44
56193	3.859	Plek	1.15	1.10	0.94	0.02
56194	4.658	Prpf40a	2.65	2.53	2.20	0.03
56195	3.232	Ptbp2	8.00	8.33	7.06	0.00
56196	2.162	Ttrap	4.21	4.37	3.70	0.00
56198	4.532	Heyl	1.48	1.44	1.22	0.01
56199	4.306	Abcb10	7.70	7.58	6.48	0.01
56200	4.743	Ddx21	3.09	3.08	2.98	0.13
56205	4.090	Ensa	75.41	58.08	57.66	0.15
56207	1.670	Uchl5	18.11	15.42	13.06	0.00
56208	2.031	Becn1	37.09	37.75	32.52	0.02
56209	1.529	Mir16	166.41	166.59	141.14	0.00
56210	4.262	Rev1	2.70	2.36	2.03	0.02
56212	1.627	Rhog	33.05	25.47	27.40	0.22
56213	2.155	Htra1	136.35	130.80	110.65	0.00
56214	1.802	Scamp4	32.78	33.10	28.10	0.01
56215	6.474	Acin1	23.69	18.89	16.15	0.01
56216	2.070	Stx1b2	171.43	170.19	148.48	0.03
56217	4.920	Mpp5	1.94	1.95	1.66	0.01
56218	4.699	Patz1	13.89	10.40	8.84	0.01
56219	4.955	Extl1	18.45	15.54	13.25	0.01
56220	2.195	Zfp386	1.27	1.22	1.07	0.04
56221	1.289	Ccl24	0.17	0.18	0.15	0.00
56222	1.258	Cited4	7.68	7.25	6.21	0.01
56223	1.790	Fscn3	0.03	0.03	0.03	0.00
56224	3.172	Tspan5	42.21	41.43	35.23	0.01
56226	3.554	Espn	0.99	1.01	0.88	0.03
56228	3.522	Ube2j1	37.44	36.96	31.38	0.01
56229	2.815	Thsd1	1.65	1.58	1.33	0.00
56233	4.127	Hdac7a	5.38	5.53	4.74	0.01
56248	6.384	Ak3	43.35	21.19	18.08	0.01
56249	2.064	Actr8	22.81	23.83	20.18	0.00
56258	2.436	Hnrph2	4.83	5.35	18.87	0.76
56264	2.366	Cpxm1	3.05	3.22	2.73	0.00
56273	1.942	Pex14	36.09	37.03	31.63	0.01
56274	2.911	Stk3	1.54	1.57	1.34	0.01
56275	2.809	Rbm14	15.29	14.61	12.35	0.00
56277	2.698	Tmem45a	0.52	0.56	0.47	0.00
56278	1.518	Gkap1	3.20	3.54	5.05	0.41
56279	1.611	B230317C12Rik	71.01	69.94	59.37	0.01
56280	1.690	Mrpl37	33.94	30.38	25.73	0.00
56282	0.949	Mrpl12	61.72	58.77	78.18	0.37
56284	5.016	Mrpl19	4.39	4.24	3.67	0.03
56289	1.651	Rassf1	8.54	8.44	7.14	0.00
56291	4.258	Styx	0.02	0.02	0.32	0.95
56292	1.049	Ard1	22.52	21.83	28.36	0.35
56293	1.785	Amac1	0.33	0.70	0.59	0.00
56294	4.057	Ptpn9	11.10	11.15	10.39	0.09
56295	1.852	Higd1a	24.22	19.24	27.45	0.41
56296	1.790	Dmrtb1	0.63	0.60	0.55	0.08
56297	1.313	Arl6	10.40	10.84	9.15	0.00
56298	4.300	Arl6ip2	9.51	8.86	7.53	0.01
56299	1.246	Fkbpl	9.51	8.73	7.42	0.01
56305	2.761	Pitpnb	30.48	31.22	26.70	0.01
56306	2.640	Tera	0.00	0.00	0.16	1.00
56307	4.990	Metap2	7.21	7.13	11.14	0.46
56309	2.286	Mycbp	3.81	2.92	2.50	0.01
56310	1.412	Gps2	18.47	18.34	17.42	0.11
56312	0.626	Nupr1	9.39	9.60	10.49	0.23
56314	4.679	Zfp113	0.69	0.66	0.59	0.06
56315	2.075	Rhcg	0.43	0.43	0.36	0.00
56316	4.536	Ggcx	4.90	3.50	2.98	0.01
56317	2.381	Anapc7	21.32	21.75	18.44	0.00
56318	5.957	Acpp	0.08	0.08	0.07	0.05
56320	3.681	Dbn1	88.83	69.86	59.59	0.01
56321	1.800	Aatf	6.92	7.24	6.48	0.06
56322	3.040	Timm22	14.10	12.69	10.85	0.01
56323	3.828	Dnajb5	62.04	42.64	36.22	0.01
56324	4.124	Stam2	4.93	5.10	4.32	0.00
56325	3.505	Abcb9	24.69	23.60	20.04	0.01
56327	0.869	Arl2	96.50	102.83	90.86	0.04
56330	0.642	Pdcd5	3.99	3.77	14.99	0.79
56332	4.321	Amotl2	9.56	9.32	7.92	0.01
56334	1.975	Tmed2	0.91	0.86	14.54	0.95
56335	3.016	Mettl3	12.36	9.88	8.35	0.00
56336	4.205	B4galt5	12.46	12.13	10.37	0.01
56338	4.489	Txnip	6.02	6.07	5.16	0.01
56347	3.105	Eif3s8	60.51	61.17	59.33	0.13
56348	1.839	Hsd17b12	46.03	48.68	41.31	0.01
56349	3.738	Net1	2.73	2.59	3.96	0.45
56350	0.925	Arl3	117.63	116.01	101.44	0.03
56351	1.954	Ptges3	3.84	3.63	16.18	0.81
56353	4.376	Rybp	1.01	0.95	4.25	0.81
56354	2.312	Dnajc7	36.37	39.72	33.67	0.00
56356	1.734	Gltp	34.42	32.46	27.81	0.01
56357	2.067	Ivd	33.01	34.55	29.24	0.00
56358	0.930	Copz2	7.32	8.72	7.38	0.00
56360	1.679	Acot9	2.40	2.66	3.37	0.33
56361	2.397	Pus1	10.74	10.56	8.96	0.00
56362	2.604	Sult1b1	0.09	0.12	0.10	0.00
56363	3.339	Tmeff2	21.07	21.95	18.68	0.01
56364	6.909	Zmym3	17.97	17.00	14.41	0.00
56365	2.330	Clcnkb	0.02	0.02	0.02	0.00
56367	2.134	Scoc	8.86	8.74	36.70	0.80
56368	1.951	Cyb561d2	8.88	8.36	7.12	0.01
56369	0.896	Apip	8.76	9.33	7.90	0.00
56370	1.163	Tagln3	347.77	345.46	293.37	0.01
56371	2.254	Fzr1	49.69	52.18	44.21	0.00
56372	1.486	1110004F10Rik	15.47	15.92	39.00	0.66
56373	1.467	Cpb2	5.47	5.97	5.09	0.01
56374	1.473	Tmem59	126.46	133.47	113.10	0.00
56375	2.081	B4galt4	8.32	8.44	7.18	0.01
56376	5.994	Pdlim5	3.02	3.14	2.88	0.08
56378	0.908	Arpc3	128.54	132.49	112.04	0.00
56379	3.075	Kcnj1	0.00	0.00	0.00	0.00
56380	3.807	Arid3b	1.17	1.19	1.01	0.01
56381	12.696	Spen	9.99	9.43	8.07	0.01
56382	1.270	Rab9	7.47	7.15	9.34	0.35
56384	5.187	Letm1	35.42	26.56	22.54	0.01
56386	4.404	B4galt6	19.50	19.09	16.18	0.00
56388	2.535	Cyp3a25	4.05	3.47	5.41	0.46
56389	2.095	Stx5a	20.31	20.71	17.54	0.00
56390	1.370	Sssca1	43.93	26.89	22.71	0.00
56392	3.965	Shoc2	5.74	5.65	5.45	0.12
56395	2.177	Tmem115	26.67	25.34	21.55	0.01
56397	1.944	Morf4l2	17.64	16.79	68.25	0.79
56398	2.596	1500003O03Rik	37.84	35.74	60.03	0.50
56399	3.695	Akap8	7.69	7.78	6.62	0.01
56401	3.793	Lepre1	2.64	2.68	2.28	0.01
56403	7.809	Syncrip	2.52	2.49	3.29	0.36
56404	5.989	Trip4	2.99	2.61	2.21	0.00
56405	1.753	Dusp14	27.82	23.10	21.00	0.07
56406	6.846	Ncoa6	11.69	11.34	9.69	0.01
56407	3.091	Trpc4ap	78.23	82.53	70.18	0.01
56409	2.171	Nudt3	162.45	162.48	138.71	0.01
56410	4.823	Cbln3	47.58	44.69	38.67	0.02
56412	2.548	2610024G14Rik	13.49	12.03	10.19	0.00
56417	7.736	Adar	32.90	32.92	27.91	0.00
56418	2.533	Ykt6	35.13	33.58	31.82	0.11
56419	3.516	Diap3	0.08	0.08	0.08	0.20
56420	1.332	Ppp4c	21.93	23.33	19.81	0.01
56421	3.986	Pfkp	67.06	73.16	62.04	0.00
56422	2.893	Hbs1l	10.64	11.36	11.51	0.17
56424	1.672	Stub1	121.56	101.85	87.07	0.01
56426	1.870	Pdcd10	0.65	0.62	2.05	0.74
56427	1.854	Tubd1	1.82	1.85	1.57	0.01
56428	2.420	Mtch2	24.46	25.19	26.87	0.21
56429	1.785	Dpt	0.09	0.13	0.12	0.09
56430	6.012	Clip1	17.84	17.18	14.58	0.01
56431	1.940	Dstn	46.11	42.48	61.75	0.42
56433	1.044	Vps29	57.80	55.52	46.94	0.00
56434	1.707	Tspan3	211.48	216.59	183.54	0.00
56436	1.979	Adrm1	7.46	5.94	39.18	0.87
56437	1.575	Rrad	1.80	1.80	1.52	0.00
56438	1.739	Rbx1	40.52	36.88	46.53	0.33
56440	2.079	Snx1	34.11	37.44	31.73	0.00
56441	2.733	Nat6	11.72	8.75	7.43	0.01
56442	2.795	Serinc1	170.44	171.40	145.28	0.00
56443	1.653	Arpc1a	102.36	98.41	94.41	0.12
56444	1.536	Actr10	37.80	42.22	35.73	0.00
56445	3.016	Dnaja2	39.53	39.18	33.24	0.00
56447	1.714	Copz1	58.45	60.16	50.92	0.00
56448	1.985	Cyp2d22	20.38	18.10	18.84	0.19
56449	1.862	Csda	23.02	24.11	20.46	0.01
56451	1.266	Suclg1	93.64	97.57	82.54	0.00
56452	1.286	Orc6l	4.70	4.69	3.99	0.01
56453	4.337	Mbtps1	19.92	21.01	17.88	0.01
56454	3.586	Aldh18a1	10.08	10.46	8.87	0.00
56455	1.428	Dynll1	110.30	53.83	140.47	0.68
56456	2.611	Actl6a	5.63	4.51	4.00	0.05
56457	4.131	Clptm1	71.27	74.59	63.34	0.01
56458	5.514	Foxo1	7.33	7.15	6.12	0.01
56459	1.871	Sae1	54.44	54.96	48.70	0.05
56460	2.829	Pkp3	1.21	1.28	1.09	0.01
56461	2.732	Kcnip3	35.27	35.13	29.91	0.01
56462	1.918	Mtch1	283.96	305.68	260.96	0.01
56463	5.159	Snd1	35.00	30.36	25.91	0.01
56464	1.975	Ctsf	42.82	46.77	39.60	0.00
56468	4.394	Socs5	18.86	17.87	15.14	0.00
56469	5.498	Pias1	6.86	5.85	4.98	0.01
56470	1.457	Rgs19	12.60	12.89	10.96	0.01
56471	1.317	Stmn4	148.27	141.55	120.25	0.01
56473	3.245	Fads2	91.98	88.68	76.17	0.02
56480	2.979	Tbk1	7.56	8.09	6.83	0.00
56484	6.849	Foxo3a	16.78	17.20	14.61	0.01
56485	3.096	Slc2a5	2.14	2.20	1.91	0.03
56486	1.119	Gabarap	133.59	135.59	129.12	0.11
56488	0.936	Nxt1	6.70	6.47	6.92	0.21
56489	3.203	Ikbke	0.37	0.42	0.35	0.00
56490	7.157	Zbtb20	1.06	1.03	0.88	0.02
56491	6.969	Vapb	34.11	33.92	28.85	0.01
56492	2.786	Cldn18	0.01	0.01	0.01	0.00
56494	3.241	Gosr2	23.37	22.06	22.57	0.18
56495	1.253	Asna1	117.41	120.24	103.13	0.02
56496	1.763	Tspan6	5.52	5.81	4.93	0.00
56501	3.599	Elf4	0.24	0.25	0.21	0.00
56503	1.764	Ankrd49	1.24	1.20	1.06	0.04
56504	1.964	Srpk3	1.24	1.29	1.10	0.01
56505	1.655	Ruvbl1	5.78	5.57	19.63	0.76
56506	1.400	Cib2	29.21	28.98	24.59	0.01
56508	4.167	Rapgef4	40.71	41.73	35.39	0.00
56513	2.181	Pard6a	21.94	21.17	17.90	0.00
56515	3.110	Rnf138	1.17	1.16	1.17	0.16
56516	5.782	Rbms2	2.34	2.40	2.33	0.13
56517	2.297	Slc22a21	0.20	0.21	0.49	0.64
56519	0.454	Defb4	0.00	0.00	0.00	0.00
56520	0.863	Nme4	2.29	2.19	1.87	0.01
56522	2.337	Papolb	0.08	0.08	0.20	0.66
56523	3.396	Pmfbp1	0.18	0.20	0.17	0.00
56524	2.697	Mpp6	9.58	8.30	7.06	0.01
56525	3.452	Zfp235	2.93	2.80	2.73	0.13
56526	2.694	Sept6	24.91	22.68	19.33	0.01
56527	5.023	Mast1	38.46	39.18	33.36	0.01
56529	1.113	Sec11a	17.64	18.05	15.27	0.00
56530	1.017	Tmem4	33.81	35.63	30.14	0.00
56531	9.017	Ylpm1	15.44	13.25	11.27	0.01
56532	1.811	Ripk3	0.15	0.15	0.13	0.00
56533	1.831	Rgs17	1.98	1.99	1.70	0.01
56534	0.764	Hspb3	1.28	1.21	1.02	0.00
56535	2.083	Pex3	4.81	5.07	5.08	0.16
56538	1.149	Klk11	0.06	0.06	0.05	0.00
56541	2.510	Habp4	88.43	86.31	92.13	0.21
56542	3.406	Ick	4.06	3.26	2.78	0.01
56543	7.226	Kcnd3	10.09	9.63	8.21	0.01
56544	2.739	EG56544	0.03	0.03	0.03	0.00
56546	1.107	Sec1	0.22	0.21	0.19	0.09
56550	2.426	Ube2d2	9.65	9.12	32.97	0.77
56551	1.325	Txn2	115.69	111.69	95.83	0.02
56552	2.568	V2r1b	0.00	0.00	0.00	0.00
56554	1.271	Raet1d	0.08	0.07	0.14	0.56
56612	0.679	Pfdn5	66.08	71.66	139.35	0.57
56613	3.106	Rps6ka4	16.30	17.11	14.53	0.01
56615	0.943	Mgst1	106.77	107.08	90.73	0.00
56619	2.519	Clec4e	0.00	0.00	0.00	0.00
56620	1.211	Clec4n	0.12	0.15	0.13	0.00
56622	2.911	Adam21	0.06	0.06	0.05	0.00
56626	2.336	Poll	6.97	7.06	6.03	0.01
56629	2.978	Dnase2b	0.33	0.30	0.27	0.07
56631	1.680	Trim17	2.03	1.99	1.69	0.01
56632	3.846	Sphk2	14.75	14.03	11.88	0.00
56635	0.870	Prlpm	0.00	0.00	0.00	0.00
56636	0.947	Fgf21	1.29	1.26	1.06	0.00
56637	8.298	Gsk3b	11.06	10.84	9.25	0.01
56640	1.237	Klk4	0.02	0.02	0.02	0.00
56642	1.100	Ankrd2	0.49	0.48	0.41	0.00
56643	3.123	Slc15a1	0.02	0.02	0.02	0.00
56644	2.272	Clec7a	0.11	0.10	0.08	0.00
56645	0.423	Tcea1-ps1	0.75	0.71	8.23	0.93
56690	2.100	Mlycd	22.16	21.45	18.16	0.00
56691	0.989	Dnajb8	0.02	0.02	0.02	0.00
56692	3.384	Map2k1ip1	8.01	6.72	11.22	0.49
56693	1.665	Crtap	4.88	5.02	5.10	0.17
56695	3.501	Pnkd	77.66	77.99	72.30	0.09
56696	2.439	Gpr132	0.12	0.11	0.12	0.26
56697	7.440	Akap10	4.40	3.79	3.25	0.02
56698	1.541	Rnuxa	24.26	23.69	20.05	0.00
56699	3.614	Cdc42ep4	24.49	22.96	19.61	0.01
56700	1.537	0610031J06Rik	32.10	30.82	30.65	0.15
56702	0.672	Hist1h1b	0.15	0.14	0.12	0.00
56703	4.460	Pigo	7.75	7.44	6.29	0.00
56705	2.730	Ranbp9	22.70	23.66	20.14	0.01
56706	2.383	Ccnl1	5.66	5.27	4.53	0.02
56707	3.380	Zfp111	1.00	0.94	1.00	0.21
56708	0.818	Clcf1	0.39	0.37	0.31	0.00
56709	3.768	Dnajb12	22.79	16.70	14.22	0.01
56710	3.354	Dbc1	54.70	53.32	45.63	0.01
56711	3.161	Plag1	0.08	0.08	0.07	0.00
56715	3.161	Rabgef1	14.60	13.74	12.76	0.09
56716	3.358	Gbl	13.48	11.68	9.88	0.00
56717	8.568	Frap1	21.46	22.91	19.39	0.00
56720	3.156	Tdo2	28.92	18.93	16.02	0.00
56722	2.161	Litaf	14.34	14.14	12.32	0.03
56724	1.238	Cript	26.57	25.05	26.39	0.20
56726	2.836	Sh3bgrl	4.67	4.52	3.86	0.01
56727	1.047	Miox	0.00	0.00	0.00	0.00
56734	2.050	Tulp2	0.04	0.04	0.04	0.22
56735	2.174	Krt71	0.07	0.07	0.07	0.13
56736	3.760	Rnf14	73.33	58.61	49.88	0.01
56737	3.012	Alg2	65.92	63.06	54.47	0.02
56738	3.056	Mocs1	4.61	3.81	3.27	0.02
56739	2.046	Rec8L1	4.59	5.07	4.32	0.01
56741	6.173	Nope	8.10	8.18	7.06	0.02
56742	1.672	Psrc1	3.22	3.40	2.89	0.01
56743	1.508	Lat2	1.34	1.39	1.19	0.01
56744	0.510	Cxcl4	2.15	2.21	1.87	0.00
56745	2.944	C1qtnf1	2.05	1.85	1.64	0.05
56746	1.054	Tex101	0.00	0.00	0.00	0.00
56747	6.059	Sez6l	60.30	59.69	50.67	0.01
56748	0.838	Nfu1	25.08	25.76	40.32	0.46
56749	2.318	Dhodh	8.43	8.80	7.45	0.00
56752	2.833	Aldh9a1	18.11	18.41	15.75	0.01
56753	1.764	Tacstd2	0.18	0.17	0.14	0.00
56758	5.580	Mbnl1	5.39	4.96	4.21	0.00
56760	1.090	Clec1b	0.31	0.30	0.25	0.00
56771	2.040	Trfp	10.47	10.15	8.63	0.01
56772	2.018	Mllt11	167.44	159.15	135.08	0.01
56773	1.935	Chst5	0.87	0.83	0.71	0.01
56774	2.978	Slc6a14	0.02	0.02	0.02	0.00
56784	9.427	Garnl1	5.15	5.31	4.53	0.01
56786	1.685	Tmem9b	58.70	57.76	49.00	0.00
56787	0.706	Ascl3	0.21	0.20	0.17	0.00
56788	3.666	Scube2	0.31	0.33	0.29	0.04
56790	2.908	D3Ertd300e	3.38	3.64	3.09	0.00
56791	1.073	Ube2l6	5.16	5.07	4.28	0.00
56792	1.136	AI586015	0.02	0.02	0.02	0.00
56794	2.614	Hacl1	6.00	6.43	5.47	0.01
56795	2.659	Arl10	18.61	17.71	15.13	0.01
56802	2.248	Nespas	0.47	0.25	0.22	0.04
56805	5.238	Zbtb33	1.11	1.05	0.96	0.07
56807	3.392	Scamp5	186.04	173.82	147.66	0.01
56808	5.779	Cacna2d2	21.18	22.41	19.15	0.01
56809	3.207	Gmeb1	4.17	3.69	3.13	0.00
56811	3.696	Dkk2	0.11	0.11	0.10	0.10
56812	3.327	Dnajb10	59.51	45.41	39.70	0.03
56835	1.335	Ctsr	0.00	0.00	0.00	0.00
56838	3.740	Ccl28	0.00	0.00	0.00	0.00
56839	4.508	Lgi1	11.57	11.06	15.11	0.38
56843	4.033	Trpm5	0.02	0.02	0.02	0.00
56844	2.862	Tssc4	24.22	18.71	15.84	0.00
56846	1.631	Apba2bp	34.64	37.11	31.47	0.00
56847	3.388	Aldh1a3	0.39	0.37	0.31	0.00
56856	1.482	Insm2	0.12	0.11	0.12	0.22
56857	4.055	Slc37a2	1.04	1.10	0.93	0.01
56858	0.976	Olfr749	0.00	0.00	0.00	0.00
56860	0.966	Olfr690	0.05	0.05	0.04	0.00
56861	1.029	Olfr480	0.05	0.04	0.03	0.00
56863	1.435	Cldn9	0.22	0.21	0.19	0.07
56868	2.179	Psg23	0.00	0.00	0.00	0.00
56869	2.932	Zfp109	0.84	0.81	0.87	0.21
56872	0.497	Svs7	1.13	1.16	0.98	0.00
56873	4.932	Lmbr1	3.08	3.16	2.70	0.01
56874	1.519	Rnf32	1.88	1.94	1.64	0.00
56876	2.933	Nelf	194.85	202.41	171.48	0.00
56878	4.106	Rbms1	3.45	3.01	2.61	0.03
57014	2.411	Htr3b	0.03	0.04	0.03	0.00
57028	2.001	Pdxp	96.32	91.87	100.71	0.23
57080	4.512	Gtf2ird1	5.69	6.05	7.21	0.29
57138	5.692	Slc12a5	170.54	174.35	148.25	0.01
57170	2.087	Dolpp1	10.01	9.86	8.36	0.00
57230	2.086	Sap30bp	22.02	23.69	20.08	0.00
57246	4.631	Tbx20	0.04	0.32	19.27	0.99
57247	3.370	Zfp276	7.87	7.24	6.16	0.01
57248	0.710	Ly6i	0.07	0.06	0.41	0.88
57249	2.000	Gabrq	0.91	0.99	0.84	0.00
57250	0.954	Olfr653	0.03	0.02	0.04	0.55
57251	0.936	Olfr870	0.00	0.00	0.00	0.00
57252	0.903	Tas2r105	0.00	0.00	0.00	0.00
57253	0.894	Tas2r108	0.00	0.00	0.00	0.00
57254	1.008	Tas2r119	0.00	0.00	0.00	0.00
57255	1.066	Cldn13	0.02	0.02	0.02	0.00
572559	2.885	LOC572559	0.03	0.03	1.59	0.98
57256	1.076	Prss21	0.00	0.00	0.00	0.00
57257	5.110	Vav3	1.11	1.18	1.00	0.00
57258	6.254	Xpo4	0.80	0.97	0.87	0.06
57259	3.994	Tob2	11.56	10.95	9.36	0.01
57260	1.083	Ltb4r2	0.09	0.09	0.08	0.00
57261	6.665	Brd4	15.73	14.92	12.97	0.03
57262	0.598	Retnla	0.16	0.15	0.13	0.00
57263	0.696	Retnlb	0.00	0.00	0.03	1.00
57264	1.120	Retn	0.09	0.10	0.10	0.17
57265	3.628	Fzd2	5.53	5.22	4.96	0.11
57266	1.827	Cxcl14	94.51	91.67	77.93	0.01
57267	2.340	Apba3	14.10	12.58	10.65	0.00
57269	0.942	Olfr1507	0.00	0.00	0.00	0.00
57270	1.865	Olfr1508	0.00	0.00	0.00	0.00
57271	0.927	Olfr1509	0.00	0.00	0.00	0.00
57272	0.909	Olfr140	0.03	0.03	0.03	0.00
57274	1.791	Slc16a8	0.98	0.94	0.79	0.00
57275	1.806	Lenep	4.98	4.30	3.66	0.01
57276	1.853	Vsig2	3.27	3.01	2.54	0.00
57277	0.525	Slurp1	0.00	0.00	0.00	0.00
57278	2.407	Bcam	14.78	15.76	13.39	0.01
57279	1.783	Slc25a20	9.42	9.70	8.28	0.01
57294	0.668	Rps27	0.14	3.35	63.81	0.96
57295	5.079	Icmt	53.13	48.58	41.25	0.01
57296	1.395	Psmd8	88.58	87.18	78.76	0.07
57312	1.351	Mrps31	13.29	13.15	11.12	0.00
57314	2.279	Th1l	24.00	25.13	21.33	0.01
57315	2.241	Wdr46	5.38	5.68	5.01	0.04
57316	3.024	C1d	2.56	2.76	2.40	0.03
57317	2.123	Sfrs4	45.80	41.63	35.39	0.01
57319	1.791	Smpdl3a	9.90	10.16	8.61	0.00
57320	0.856	Park7	187.82	201.12	171.55	0.01
57321	3.480	Terf2ip	9.52	12.82	10.98	0.01
57329	0.917	Otor	0.05	0.05	0.04	0.00
57330	6.038	Perq1	14.31	13.53	11.54	0.01
57339	4.614	Jph1	3.87	2.82	2.41	0.01
57340	3.637	Jph3	74.34	71.77	60.82	0.00
57342	4.450	Parva	25.22	25.33	21.65	0.01
57344	1.890	As3mt	7.84	7.72	6.52	0.00
57349	1.080	Ppbp	0.29	0.28	0.24	0.00
57354	8.138	Cramp1l	2.56	2.49	2.13	0.01
57355	1.942	BC051019	0.23	0.21	0.18	0.00
57357	1.733	Srd5a2l	8.47	8.51	7.21	0.00
57370	2.053	B4galt3	25.09	24.77	21.14	0.01
57373	0.973	D930014E17Rik	3.36	3.48	2.94	0.00
57376	2.919	Smarce1	4.46	4.23	8.42	0.58
57377	2.770	Gcs1	14.20	13.63	11.56	0.00
57385	4.434	P2ry4	0.02	0.02	0.03	0.51
57390	0.773	Psors1c2	0.13	0.12	0.13	0.20
57394	1.262	Tmem27	0.02	0.05	0.04	0.00
574081	0.174	Defb53	0.00	0.00	0.00	0.00
574083	0.192	Defb51	0.00	0.00	0.00	0.00
57421	2.163	Bhmt-ps1	0.08	0.07	2.81	0.98
57423	0.477	Atp5j2	164.36	180.14	307.15	0.50
57425	0.522	U90926	0.00	0.00	0.00	0.00
57426	0.418	Apbh	0.00	0.00	0.00	0.00
57429	1.148	Sult5a1	0.25	0.26	0.27	0.19
57430	1.201	Sult3a1	0.00	0.29	0.24	0.00
57431	1.160	Dnajc4	19.16	15.57	13.16	0.00
57432	1.567	Zc3h8	2.32	2.38	2.01	0.00
57434	3.217	Xrcc2	2.15	2.08	1.77	0.01
57435	6.432	S3-12	2.17	1.91	4.65	0.65
57436	1.773	Gabarapl1	441.91	427.99	363.03	0.00
57437	2.114	Golga7	8.64	8.42	26.33	0.73
57438	3.470	March7	2.47	2.36	1.99	0.00
57439	3.564	Tmem183a	18.64	17.24	15.69	0.07
57440	3.622	Ehd3	34.36	33.25	28.59	0.02
574402	5.178	Gpr17	17.05	15.68	13.32	0.01
574403	5.032	EG574403	0.95	0.90	0.77	0.01
574404	2.725	MGC106740	0.00	0.00	0.21	1.00
574405	2.862	LOC574405	0.01	0.01	0.21	0.96
57441	0.977	Gmnn	2.37	2.07	1.91	0.08
574415	2.780	Kb32p	0.01	0.01	0.02	0.45
574416	4.908	Ka11p	0.01	0.01	0.02	0.48
574417	1.002	Tas2r137	0.00	0.00	0.02	1.00
574418	2.534	LOC574418	5.85	2.22	2.52	0.26
57442	1.012	Kcne3	0.07	0.11	0.09	0.00
574428	2.801	Zmynd15	0.22	0.17	0.17	0.16
574429	2.058	EG574429	0.00	0.00	0.01	1.00
57443	5.133	Fbxo3	8.52	8.55	7.31	0.01
574437	1.617	EG574437	0.00	0.00	0.12	1.00
574438	1.650	Xlr5d	0.00	0.01	0.01	0.00
57444	0.998	Isg20	0.98	0.99	0.84	0.00
574519	2.094	Vax2os1	0.05	0.04	0.03	0.00
57737	0.886	Rhox4b	0.00	0.00	0.00	0.00
57738	4.179	Slc15a2	2.22	2.78	2.35	0.00
57740	2.161	Stk32c	69.93	74.38	63.59	0.01
57742	3.763	Abhd1	6.58	3.65	3.10	0.01
57743	3.027	Sec61a2	16.54	13.83	11.76	0.01
57745	3.507	Zfp112	1.47	1.41	1.32	0.10
57746	4.913	Piwil2	0.11	0.11	0.09	0.00
57748	8.449	Jmy	4.69	3.61	3.12	0.02
57749	3.944	Piwil1	0.04	0.05	0.05	0.19
57750	2.899	Wdr12	3.68	3.53	4.94	0.40
57751	1.954	Rnf25	17.21	14.34	12.43	0.03
57752	10.202	Tacc2	10.40	10.72	9.09	0.00
57753	3.275	Noc3l	1.91	1.93	1.74	0.06
57754	1.726	Cend1	294.71	273.74	233.52	0.01
57755	1.186	Dnajb7	0.04	0.04	0.05	0.33
57756	1.105	Fhl5	0.04	0.04	0.03	0.00
57757	1.999	Pglyrp2	1.92	1.90	1.60	0.00
57764	3.567	Ntn4	3.78	3.49	2.97	0.01
57765	2.437	Tbx21	0.08	0.08	0.07	0.00
57773	3.680	Wdr4	9.69	9.18	7.81	0.01
57775	7.319	Usp29	2.78	2.66	2.34	0.04
57776	3.475	Ttyh1	196.32	186.22	158.49	0.01
57778	5.742	Fmnl1	40.07	34.66	29.48	0.01
57780	0.678	Fxyd7	109.81	119.36	101.19	0.00
57781	1.836	Cd200r1	0.08	0.08	0.07	0.00
57782	3.488	Rbak	1.21	1.18	1.04	0.04
57783	3.067	Tnip1	15.74	15.59	13.22	0.00
57784	1.727	Bin3	4.02	4.14	3.98	0.12
57785	0.964	2400006H24Rik	0.95	1.58	6.56	0.80
57808	0.817	Rpl35a	11.75	10.15	28.17	0.70
57810	6.535	Cdon	1.35	1.48	1.26	0.01
57811	1.659	Rgr	0.01	0.01	0.01	0.00
57813	2.369	Tk2	14.54	14.80	12.53	0.00
57814	2.463	Kcne4	0.42	0.40	0.35	0.02
57815	2.885	Spata5	2.92	3.11	2.63	0.00
57816	1.062	Tesc	65.34	66.53	56.40	0.00
57837	2.217	Eral1	10.40	10.18	8.80	0.02
57866	1.085	AA545190	0.00	0.00	0.00	0.00
57869	3.539	Adck2	8.87	8.81	7.48	0.01
57874	2.717	Ptplad1	56.80	57.29	49.06	0.01
57875	1.834	Angptl4	3.99	4.11	3.47	0.00
57890	3.061	Il17re	0.63	0.64	0.55	0.01
57895	2.271	Ccdc126	3.73	3.57	3.04	0.01
57896	1.749	Krcc1	3.74	3.57	3.07	0.02
57905	3.555	Isy1	8.19	4.72	4.03	0.01
57908	7.615	Zfp318	4.51	4.18	3.55	0.01
57911	2.726	Gsdm1	0.04	0.05	0.05	0.14
57912	3.764	Cdc42se1	20.26	23.21	21.55	0.09
57913	3.162	Lrdd	0.40	0.68	0.59	0.02
57914	2.221	Tpte2	12.68	8.93	7.60	0.01
57915	6.079	Tbc1d1	4.39	4.20	3.56	0.00
57916	0.750	Tnfrsf13b	0.26	0.25	0.21	0.00
58170	1.657	Accn5	0.10	0.10	0.08	0.00
58172	6.027	Sertad2	4.38	4.15	3.77	0.07
